gid,date_time_start,stadium,is_playoff,home_team,away_team,home_points,away_points
43099ORL,30/12/17 7:00,Amway Center,FALSE,Orlando Magic,Miami Heat,111,117
43099ATL,30/12/17 7:30,Philips Arena,FALSE,Atlanta Hawks,Portland Trail Blazers,104,89
43099UTA,30/12/17 8:00,EnergySolutions Arena,FALSE,Utah Jazz,Cleveland Cavaliers,104,101
43099GS,30/12/17 8:30,Oracle Arena,FALSE,Golden State Warriors,Memphis Grizzlies,141,128
43099DEN,30/12/17 9:00,Pepsi Center,FALSE,Denver Nuggets,Philadelphia 76ers,102,107
43100WAS,31/12/17 3:30,Verizon Center,FALSE,Washington Wizards,Chicago Bulls,114,110
43100IND,31/12/17 5:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Minnesota Timberwolves,90,107
43100BOS,31/12/17 5:30,TD Garden,FALSE,Boston Celtics,Brooklyn Nets,108,105
43100HOU,31/12/17 7:00,Toyota Center,FALSE,Houston Rockets,Los Angeles Lakers,148,142
43100LAC,31/12/17 7:00,Staples Center,FALSE,Los Angeles Clippers,Charlotte Hornets,106,98
43100OKC,31/12/17 7:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Dallas Mavericks,113,116
43100SAC,31/12/17 7:00,Power Balance Pavilion,FALSE,Sacramento Kings,Memphis Grizzlies,96,114
43100PHO,31/12/17 8:00,US Airways Center,FALSE,Phoenix Suns,Philadelphia 76ers,110,123
43101BKN,1/1/18 7:30,Barclays Center,FALSE,Brooklyn Nets,Orlando Magic,98,95
43101TOR,1/1/18 7:30,Air Canada Centre,FALSE,Toronto Raptors,Milwaukee Bucks,131,127
43101CHI,1/1/18 8:00,United Center,FALSE,Chicago Bulls,Portland Trail Blazers,120,124
43101MIN,1/1/18 8:00,Target Center,FALSE,Minnesota Timberwolves,Los Angeles Lakers,114,96
43102CLE,2/1/18 7:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Portland Trail Blazers,127,110
43102NY,2/1/18 7:30,Madison Square Garden,FALSE,New York Knicks,San Antonio Spurs,91,100
43102PHO,2/1/18 9:00,US Airways Center,FALSE,Phoenix Suns,Atlanta Hawks,104,103
43102SAC,2/1/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Charlotte Hornets,111,131
43102LAC,2/1/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Memphis Grizzlies,113,105
43103ORL,3/1/18 7:00,Amway Center,FALSE,Orlando Magic,Houston Rockets,98,116
43103PHI,3/1/18 7:00,Wells Fargo Center,FALSE,Philadelphia 76ers,San Antonio Spurs,112,106
43103WAS,3/1/18 7:00,Verizon Center,FALSE,Washington Wizards,New York Knicks,121,103
43103BKN,3/1/18 7:30,Barclays Center,FALSE,Brooklyn Nets,Minnesota Timberwolves,98,97
43103MIA,3/1/18 7:30,AmericanAirlines Arena,FALSE,Miami Heat,Detroit Pistons,111,104
43103BOS,3/1/18 8:00,TD Garden,FALSE,Boston Celtics,Cleveland Cavaliers,102,88
43103CHI,3/1/18 8:00,United Center,FALSE,Chicago Bulls,Toronto Raptors,115,124
43103MIL,3/1/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Indiana Pacers,122,101
43103DAL,3/1/18 8:30,American Airlines Center,FALSE,Dallas Mavericks,Golden State Warriors,122,125
43103DEN,3/1/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Phoenix Suns,134,111
43103UTA,3/1/18 9:00,EnergySolutions Arena,FALSE,Utah Jazz,New Orleans Pelicans,98,108
43103LAL,3/1/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Oklahoma City Thunder,96,133
43104HOU,4/1/18 8:00,Toyota Center,FALSE,Houston Rockets,Golden State Warriors,114,124
43104LAC,4/1/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Oklahoma City Thunder,117,127
43105MIA,5/1/18 7:00,AmericanAirlines Arena,FALSE,Miami Heat,New York Knicks,107,103
43105PHI,5/1/18 7:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Detroit Pistons,114,78
43105BOS,5/1/18 7:30,TD Garden,FALSE,Boston Celtics,Minnesota Timberwolves,91,84
43105MIL,5/1/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Toronto Raptors,110,129
43105DAL,5/1/18 8:30,American Airlines Center,FALSE,Dallas Mavericks,Chicago Bulls,124,127
43105SA,5/1/18 8:30,AT&T Center,FALSE,San Antonio Spurs,Phoenix Suns,103,89
43105DEN,5/1/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Utah Jazz,99,91
43105MEM,5/1/18 9:30,FedExForum,FALSE,Memphis Grizzlies,Washington Wizards,100,102
43105POR,5/1/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Atlanta Hawks,110,89
43105LAL,5/1/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Charlotte Hornets,94,108
43106LAC,6/1/18 3:30,Staples Center,FALSE,Los Angeles Clippers,Golden State Warriors,105,121
43106BKN,6/1/18 6:00,Barclays Center,FALSE,Brooklyn Nets,Boston Celtics,85,87
43106DET,6/1/18 7:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Houston Rockets,108,101
43106IND,6/1/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Chicago Bulls,125,86
43106ORL,6/1/18 7:00,Amway Center,FALSE,Orlando Magic,Cleveland Cavaliers,127,131
43106WAS,6/1/18 8:00,Verizon Center,FALSE,Washington Wizards,Milwaukee Bucks,103,110
43106MIN,6/1/18 9:00,Target Center,FALSE,Minnesota Timberwolves,New Orleans Pelicans,116,98
43106SAC,6/1/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Denver Nuggets,106,98
43107MIA,7/1/18 3:30,AmericanAirlines Arena,FALSE,Miami Heat,Utah Jazz,103,102
43107DAL,7/1/18 7:00,American Airlines Center,FALSE,Dallas Mavericks,New York Knicks,96,100
43107PHO,7/1/18 8:00,US Airways Center,FALSE,Phoenix Suns,Oklahoma City Thunder,114,100
43107POR,7/1/18 9:00,Rose Garden,FALSE,Portland Trail Blazers,San Antonio Spurs,111,110
43107LAL,7/1/18 9:30,Staples Center,FALSE,Los Angeles Lakers,Atlanta Hawks,132,113
43108IND,8/1/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Milwaukee Bucks,109,96
43108BKN,8/1/18 7:30,Barclays Center,FALSE,Brooklyn Nets,Toronto Raptors,113,114
43108CHI,8/1/18 8:00,United Center,FALSE,Chicago Bulls,Houston Rockets,107,116
43108MIN,8/1/18 8:00,Target Center,FALSE,Minnesota Timberwolves,Cleveland Cavaliers,127,99
43108NO,8/1/18 8:00,New Orleans Arena,FALSE,New Orleans Pelicans,Detroit Pistons,112,109
43108SAC,8/1/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,San Antonio Spurs,100,107
43108GS,8/1/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Denver Nuggets,124,114
43108LAC,8/1/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Atlanta Hawks,108,107
43109TOR,9/1/18 7:30,Air Canada Centre,FALSE,Toronto Raptors,Miami Heat,89,90
43109OKC,9/1/18 8:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Portland Trail Blazers,106,117
43109DAL,9/1/18 8:30,American Airlines Center,FALSE,Dallas Mavericks,Orlando Magic,114,99
43109LAL,9/1/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Sacramento Kings,99,86
43110CHA,10/1/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Dallas Mavericks,111,115
43110IND,10/1/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Miami Heat,106,114
43110WAS,10/1/18 7:00,Verizon Center,FALSE,Washington Wizards,Utah Jazz,104,107
43110BKN,10/1/18 7:30,Barclays Center,FALSE,Brooklyn Nets,Detroit Pistons,80,114
43110NY,10/1/18 7:30,Madison Square Garden,FALSE,New York Knicks,Chicago Bulls,119,122
43110HOU,10/1/18 8:00,Toyota Center,FALSE,Houston Rockets,Portland Trail Blazers,121,112
43110MEM,10/1/18 8:00,FedExForum,FALSE,Memphis Grizzlies,New Orleans Pelicans,105,102
43110MIL,10/1/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Orlando Magic,110,103
43110MIN,10/1/18 8:00,Target Center,FALSE,Minnesota Timberwolves,Oklahoma City Thunder,104,88
43110DEN,10/1/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Atlanta Hawks,97,110
43110GS,10/1/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Los Angeles Clippers,106,125
43111PHI,11/1/18 3:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Boston Celtics,103,114
43111TOR,11/1/18 8:00,Air Canada Centre,FALSE,Toronto Raptors,Cleveland Cavaliers,133,99
43111SAC,11/1/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Los Angeles Clippers,115,121
43111LAL,11/1/18 10:30,Staples Center,FALSE,Los Angeles Lakers,San Antonio Spurs,93,81
43112CHA,12/1/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Utah Jazz,99,88
43112IND,12/1/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Cleveland Cavaliers,97,95
43112WAS,12/1/18 7:00,Verizon Center,FALSE,Washington Wizards,Orlando Magic,125,119
43112ATL,12/1/18 7:30,Philips Arena,FALSE,Atlanta Hawks,Brooklyn Nets,105,110
43112MIL,12/1/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Golden State Warriors,94,108
43112MIN,12/1/18 8:00,Target Center,FALSE,Minnesota Timberwolves,New York Knicks,118,108
43112NO,12/1/18 8:00,New Orleans Arena,FALSE,New Orleans Pelicans,Portland Trail Blazers,119,113
43112DEN,12/1/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Memphis Grizzlies,87,78
43112PHO,12/1/18 10:30,US Airways Center,FALSE,Phoenix Suns,Houston Rockets,95,112
43113DAL,13/01/18 2:00,American Airlines Center,FALSE,Dallas Mavericks,Los Angeles Lakers,101,107
43113LAC,13/01/18 3:30,Staples Center,FALSE,Los Angeles Clippers,Sacramento Kings,126,105
43113CHA,13/01/18 5:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Oklahoma City Thunder,91,101
43113WAS,13/01/18 7:00,Verizon Center,FALSE,Washington Wizards,Brooklyn Nets,119,113
43113TOR,13/01/18 7:30,Air Canada Centre,FALSE,Toronto Raptors,Golden State Warriors,125,127
43113CHI,13/01/18 8:00,United Center,FALSE,Chicago Bulls,Detroit Pistons,107,105
43113SA,13/01/18 8:30,AT&T Center,FALSE,San Antonio Spurs,Denver Nuggets,112,80
43114MIA,14/01/18 1:00,AmericanAirlines Arena,FALSE,Miami Heat,Milwaukee Bucks,97,79
43114NY,14/01/18 3:30,Madison Square Garden,FALSE,New York Knicks,New Orleans Pelicans,118,123
43114PHO,14/01/18 8:00,US Airways Center,FALSE,Phoenix Suns,Indiana Pacers,97,120
43114MIN,14/01/18 9:00,Target Center,FALSE,Minnesota Timberwolves,Portland Trail Blazers,120,103
43115PHI,15/01/18 1:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Toronto Raptors,117,111
43115WAS,15/01/18 2:00,Verizon Center,FALSE,Washington Wizards,Milwaukee Bucks,95,104
43115ATL,15/01/18 3:00,Philips Arena,FALSE,Atlanta Hawks,San Antonio Spurs,102,99
43115BKN,15/01/18 3:00,Barclays Center,FALSE,Brooklyn Nets,New York Knicks,104,119
43115OKC,15/01/18 3:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Sacramento Kings,95,88
43115CHI,15/01/18 3:30,United Center,FALSE,Chicago Bulls,Miami Heat,119,111
43115MEM,15/01/18 5:30,FedExForum,FALSE,Memphis Grizzlies,Los Angeles Lakers,123,114
43115CLE,15/01/18 8:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Golden State Warriors,108,118
43115UTA,15/01/18 9:00,EnergySolutions Arena,FALSE,Utah Jazz,Indiana Pacers,94,109
43115LAC,15/01/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Houston Rockets,113,102
43115DET,15/01/18 12:30,The Palace of Auburn Hills,FALSE,Detroit Pistons,Charlotte Hornets,107,118
43116ORL,16/01/18 7:00,Amway Center,FALSE,Orlando Magic,Minnesota Timberwolves,108,102
43116BOS,16/01/18 7:30,TD Garden,FALSE,Boston Celtics,New Orleans Pelicans,113,116
43116DEN,16/01/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Dallas Mavericks,105,102
43116POR,16/01/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Phoenix Suns,118,111
43117CHA,17/01/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Washington Wizards,133,109
43117ATL,17/01/18 7:30,Philips Arena,FALSE,Atlanta Hawks,New Orleans Pelicans,94,93
43117BKN,17/01/18 7:30,Barclays Center,FALSE,Brooklyn Nets,San Antonio Spurs,95,100
43117TOR,17/01/18 7:30,Air Canada Centre,FALSE,Toronto Raptors,Detroit Pistons,96,91
43117CHI,17/01/18 8:00,United Center,FALSE,Chicago Bulls,Golden State Warriors,112,119
43117MEM,17/01/18 8:00,FedExForum,FALSE,Memphis Grizzlies,New York Knicks,105,99
43117MIL,17/01/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Miami Heat,101,106
43117OKC,17/01/18 8:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Los Angeles Lakers,114,90
43117SAC,17/01/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Utah Jazz,105,120
43117LAC,17/01/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Denver Nuggets,109,104
43118BOS,18/01/18 7:00,TD Garden,FALSE,Boston Celtics,Philadelphia 76ers,80,89
43118CLE,18/01/18 7:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Orlando Magic,104,103
43118HOU,18/01/18 9:30,Toyota Center,FALSE,Houston Rockets,Minnesota Timberwolves,116,98
43118POR,18/01/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Indiana Pacers,100,86
43119TOR,19/01/18 7:00,Air Canada Centre,FALSE,Toronto Raptors,San Antonio Spurs,86,83
43119BKN,19/01/18 7:30,Barclays Center,FALSE,Brooklyn Nets,Miami Heat,101,95
43119DET,19/01/18 8:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Washington Wizards,112,122
43119MEM,19/01/18 8:00,FedExForum,FALSE,Memphis Grizzlies,Sacramento Kings,106,88
43119DEN,19/01/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Phoenix Suns,100,108
43119LAL,19/01/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Indiana Pacers,99,86
43119UTA,19/01/18 10:30,EnergySolutions Arena,FALSE,Utah Jazz,New York Knicks,115,117
43120CLE,20/01/18 3:30,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Oklahoma City Thunder,124,148
43120ATL,20/01/18 5:00,Philips Arena,FALSE,Atlanta Hawks,Chicago Bulls,97,113
43120CHA,20/01/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Miami Heat,105,106
43120NO,20/01/18 7:00,New Orleans Arena,FALSE,New Orleans Pelicans,Memphis Grizzlies,111,104
43120PHI,20/01/18 7:30,Wells Fargo Center,FALSE,Philadelphia 76ers,Milwaukee Bucks,116,94
43120HOU,20/01/18 8:30,Toyota Center,FALSE,Houston Rockets,Golden State Warriors,116,108
43120MIN,20/01/18 9:00,Target Center,FALSE,Minnesota Timberwolves,Toronto Raptors,115,109
43120UTA,20/01/18 9:00,EnergySolutions Arena,FALSE,Utah Jazz,Los Angeles Clippers,125,113
43120POR,20/01/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Dallas Mavericks,117,108
43121BOS,21/01/18 1:00,TD Garden,FALSE,Boston Celtics,Orlando Magic,95,103
43121LAL,21/01/18 3:30,Staples Center,FALSE,Los Angeles Lakers,New York Knicks,127,107
43121DET,21/01/18 4:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Brooklyn Nets,100,101
43121SA,21/01/18 7:00,AT&T Center,FALSE,San Antonio Spurs,Indiana Pacers,86,94
43122CHA,22/01/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Sacramento Kings,112,107
43122ATL,22/01/18 7:30,Philips Arena,FALSE,Atlanta Hawks,Utah Jazz,104,90
43122HOU,22/01/18 8:00,Toyota Center,FALSE,Houston Rockets,Miami Heat,99,90
43122MEM,22/01/18 8:00,FedExForum,FALSE,Memphis Grizzlies,Philadelphia 76ers,105,101
43122MIL,22/01/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Phoenix Suns,109,105
43122NO,22/01/18 8:00,New Orleans Arena,FALSE,New Orleans Pelicans,Chicago Bulls,132,128
43122DAL,22/01/18 8:30,American Airlines Center,FALSE,Dallas Mavericks,Washington Wizards,98,75
43122DEN,22/01/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Portland Trail Blazers,104,101
43122LAC,22/01/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Minnesota Timberwolves,118,126
43123ORL,23/01/18 7:00,Amway Center,FALSE,Orlando Magic,Sacramento Kings,99,105
43123OKC,23/01/18 8:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Brooklyn Nets,109,108
43123SA,23/01/18 8:00,AT&T Center,FALSE,San Antonio Spurs,Cleveland Cavaliers,114,102
43123GS,23/01/18 10:30,Oracle Arena,FALSE,Golden State Warriors,New York Knicks,123,112
43123LAL,23/01/18 10:30,Staples Center,FALSE,Los Angeles Lakers,Boston Celtics,108,107
43124CHA,24/01/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,New Orleans Pelicans,96,101
43124DET,24/01/18 7:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Utah Jazz,95,98
43124IND,24/01/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Phoenix Suns,116,101
43124PHI,24/01/18 7:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Chicago Bulls,115,101
43124ATL,24/01/18 7:30,Philips Arena,FALSE,Atlanta Hawks,Toronto Raptors,93,108
43124DAL,24/01/18 8:00,American Airlines Center,FALSE,Dallas Mavericks,Houston Rockets,97,104
43124MEM,24/01/18 8:00,FedExForum,FALSE,Memphis Grizzlies,San Antonio Spurs,85,108
43124POR,24/01/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Minnesota Timberwolves,123,114
43124LAC,24/01/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Boston Celtics,102,113
43125MIA,25/01/18 7:30,AmericanAirlines Arena,FALSE,Miami Heat,Sacramento Kings,88,89
43125OKC,25/01/18 8:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Washington Wizards,121,112
43125DEN,25/01/18 9:00,Pepsi Center,FALSE,Denver Nuggets,New York Knicks,130,118
43125GS,25/01/18 10:30,Oracle Arena,FALSE,Golden State Warriors,Minnesota Timberwolves,126,113
43126CHA,26/01/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Atlanta Hawks,121,110
43126CLE,26/01/18 7:30,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Indiana Pacers,115,108
43126TOR,26/01/18 7:30,Air Canada Centre,FALSE,Toronto Raptors,Utah Jazz,93,97
43126CHI,26/01/18 8:00,United Center,FALSE,Chicago Bulls,Los Angeles Lakers,103,108
43126MEM,26/01/18 8:00,FedExForum,FALSE,Memphis Grizzlies,Los Angeles Clippers,100,109
43126MIL,26/01/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Brooklyn Nets,116,91
43126NO,26/01/18 8:00,New Orleans Arena,FALSE,New Orleans Pelicans,Houston Rockets,115,113
43126DAL,26/01/18 8:30,American Airlines Center,FALSE,Dallas Mavericks,Portland Trail Blazers,93,107
43126SA,26/01/18 8:30,AT&T Center,FALSE,San Antonio Spurs,Philadelphia 76ers,78,97
43126PHO,26/01/18 9:00,US Airways Center,FALSE,Phoenix Suns,New York Knicks,85,107
43127DET,27/01/18 7:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Oklahoma City Thunder,108,121
43127IND,27/01/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Orlando Magic,114,112
43127ATL,27/01/18 7:30,Philips Arena,FALSE,Atlanta Hawks,Washington Wizards,104,129
43127MIA,27/01/18 7:30,AmericanAirlines Arena,FALSE,Miami Heat,Charlotte Hornets,95,91
43127GS,27/01/18 8:30,Oracle Arena,FALSE,Golden State Warriors,Boston Celtics,109,105
43127DEN,27/01/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Dallas Mavericks,91,89
43127MIN,27/01/18 9:00,Target Center,FALSE,Minnesota Timberwolves,Brooklyn Nets,111,97
43128CHI,28/01/18 3:30,United Center,FALSE,Chicago Bulls,Milwaukee Bucks,96,110
43128HOU,28/01/18 3:30,Toyota Center,FALSE,Houston Rockets,Phoenix Suns,113,102
43128NO,28/01/18 4:00,New Orleans Arena,FALSE,New Orleans Pelicans,Los Angeles Clippers,103,112
43128CLE,28/01/18 6:00,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Detroit Pistons,121,104
43128OKC,28/01/18 6:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Philadelphia 76ers,122,112
43128TOR,28/01/18 6:00,Air Canada Centre,FALSE,Toronto Raptors,Los Angeles Lakers,123,111
43128SA,28/01/18 7:00,AT&T Center,FALSE,San Antonio Spurs,Sacramento Kings,113,98
43129IND,29/01/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Charlotte Hornets,105,96
43129ATL,29/01/18 7:30,Philips Arena,FALSE,Atlanta Hawks,Minnesota Timberwolves,105,100
43129MEM,29/01/18 8:00,FedExForum,FALSE,Memphis Grizzlies,Phoenix Suns,120,109
43129MIL,29/01/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,Philadelphia 76ers,107,95
43129DAL,29/01/18 8:30,American Airlines Center,FALSE,Dallas Mavericks,Miami Heat,88,95
43129DEN,29/01/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Boston Celtics,110,111
43130WAS,30/01/18 7:00,Verizon Center,FALSE,Washington Wizards,Oklahoma City Thunder,102,96
43130NY,30/01/18 7:30,Madison Square Garden,FALSE,New York Knicks,Brooklyn Nets,111,95
43130TOR,30/01/18 7:30,Air Canada Centre,FALSE,Toronto Raptors,Minnesota Timberwolves,109,104
43130DET,30/01/18 8:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Cleveland Cavaliers,125,114
43130HOU,30/01/18 8:00,Toyota Center,FALSE,Houston Rockets,Orlando Magic,114,107
43130NO,30/01/18 8:00,New Orleans Arena,FALSE,New Orleans Pelicans,Sacramento Kings,103,114
43130SA,30/01/18 8:30,AT&T Center,FALSE,San Antonio Spurs,Denver Nuggets,106,104
43130UTA,30/01/18 9:00,EnergySolutions Arena,FALSE,Utah Jazz,Golden State Warriors,129,99
43130LAC,30/01/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Portland Trail Blazers,96,104
43131IND,31/01/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Memphis Grizzlies,105,101
43131ORL,31/01/18 7:00,Amway Center,FALSE,Orlando Magic,Los Angeles Lakers,127,105
43131ATL,31/01/18 7:30,Philips Arena,FALSE,Atlanta Hawks,Charlotte Hornets,110,123
43131BKN,31/01/18 7:30,Barclays Center,FALSE,Brooklyn Nets,Philadelphia 76ers,116,108
43131CLE,31/01/18 7:30,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Miami Heat,91,89
43131BOS,31/01/18 8:00,TD Garden,FALSE,Boston Celtics,New York Knicks,103,73
43131POR,31/01/18 10:00,Rose Garden,FALSE,Portland Trail Blazers,Chicago Bulls,124,108
43131PHO,31/01/18 10:30,US Airways Center,FALSE,Phoenix Suns,Dallas Mavericks,102,88
43132DET,1/2/18 7:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Memphis Grizzlies,104,102
43132WAS,1/2/18 7:00,Verizon Center,FALSE,Washington Wizards,Toronto Raptors,122,119
43132MIN,1/2/18 8:00,Target Center,FALSE,Minnesota Timberwolves,Milwaukee Bucks,108,89
43132SA,1/2/18 8:00,AT&T Center,FALSE,San Antonio Spurs,Houston Rockets,91,102
43132DEN,1/2/18 10:30,Pepsi Center,FALSE,Denver Nuggets,Oklahoma City Thunder,127,124
43133CHA,2/2/18 7:00,Time Warner Cable Arena,FALSE,Charlotte Hornets,Indiana Pacers,133,126
43133BOS,2/2/18 7:30,TD Garden,FALSE,Boston Celtics,Atlanta Hawks,119,110
43133BKN,2/2/18 7:30,Barclays Center,FALSE,Brooklyn Nets,Los Angeles Lakers,99,102
43133TOR,2/2/18 7:30,Air Canada Centre,FALSE,Toronto Raptors,Portland Trail Blazers,130,105
43133MIL,2/2/18 8:00,Bradley Center,FALSE,Milwaukee Bucks,New York Knicks,92,90
43133PHI,2/2/18 8:00,Wells Fargo Center,FALSE,Philadelphia 76ers,Miami Heat,103,97
43133OKC,2/2/18 9:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,New Orleans Pelicans,100,114
43133PHO,2/2/18 9:00,US Airways Center,FALSE,Phoenix Suns,Utah Jazz,97,129
43133SAC,2/2/18 10:30,Power Balance Pavilion,FALSE,Sacramento Kings,Golden State Warriors,104,119
43134LAC,3/2/18 3:30,Staples Center,FALSE,Los Angeles Clippers,Chicago Bulls,113,103
43134DET,3/2/18 7:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Miami Heat,111,107
43134IND,3/2/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Philadelphia 76ers,100,92
43134ORL,3/2/18 7:00,Amway Center,FALSE,Orlando Magic,Washington Wizards,98,115
43134CLE,3/2/18 8:30,Quicken Loans Arena,FALSE,Cleveland Cavaliers,Houston Rockets,88,120
43134DEN,3/2/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Golden State Warriors,115,108
43134MIN,3/2/18 9:00,Target Center,FALSE,Minnesota Timberwolves,New Orleans Pelicans,118,107
43134SA,3/2/18 9:00,AT&T Center,FALSE,San Antonio Spurs,Utah Jazz,111,120
43134SAC,3/2/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Dallas Mavericks,99,106
43135OKC,4/2/18 2:00,Chesapeake Energy Arena,FALSE,Oklahoma City Thunder,Los Angeles Lakers,104,108
43135PHO,4/2/18 3:00,US Airways Center,FALSE,Phoenix Suns,Charlotte Hornets,110,115
43135BOS,4/2/18 10:00,TD Garden,FALSE,Boston Celtics,Portland Trail Blazers,97,96
43135BKN,4/2/18 10:00,Barclays Center,FALSE,Brooklyn Nets,Milwaukee Bucks,94,109
43135NY,4/2/18 10:00,Madison Square Garden,FALSE,New York Knicks,Atlanta Hawks,96,99
43135TOR,4/2/18 10:00,Air Canada Centre,FALSE,Toronto Raptors,Memphis Grizzlies,101,86
43136DET,5/2/18 7:00,The Palace of Auburn Hills,FALSE,Detroit Pistons,Portland Trail Blazers,111,91
43136IND,5/2/18 7:00,Bankers Life Fieldhouse,FALSE,Indiana Pacers,Washington Wizards,102,111
43136MIA,5/2/18 7:30,AmericanAirlines Arena,FALSE,Miami Heat,Orlando Magic,109,111
43136NO,5/2/18 8:00,New Orleans Arena,FALSE,New Orleans Pelicans,Utah Jazz,109,133
43136DEN,5/2/18 9:00,Pepsi Center,FALSE,Denver Nuggets,Charlotte Hornets,121,104
43136SAC,5/2/18 10:00,Power Balance Pavilion,FALSE,Sacramento Kings,Chicago Bulls,104,98
43136LAC,5/2/18 10:30,Staples Center,FALSE,Los Angeles Clippers,Dallas Mavericks,104,101
43137ORL,6/2/18 7:00,Amway Center,FALSE,Orlando Magic,Cleveland Cavaliers,116,98
